type,term_start,term_end,state,district,party,class,address,office,state_rank,bioguide_id,birthdate,gender,first_name,last_name
rep,1993-01-05,1995-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
rep,1995-01-04,1997-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
rep,1997-01-07,1999-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
rep,1999-01-06,2001-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
rep,2001-01-03,2003-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
rep,2003-01-07,2005-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
rep,2005-01-04,2007-01-03,VT,0.0,Independent,,,,,S000033,1941-09-08,M,Bernard,Sanders
sen,2007-01-04,2013-01-03,VT,,Independent,1.0,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,332 Dirksen Senate Office Building,,S000033,1941-09-08,M,Bernard,Sanders
sen,2013-01-03,2019-01-03,VT,,Independent,1.0,332 Dirksen Senate Office Building Washington DC 20510,332 Dirksen Senate Office Building,junior,S000033,1941-09-08,M,Bernard,Sanders
sen,2019-01-03,2025-01-03,VT,,Independent,1.0,332 Dirksen Senate Office Building Washington DC 20510,332 Dirksen Senate Office Building,junior,S000033,1941-09-08,M,Bernard,Sanders
rep,1997-01-07,1999-01-03,MI,8.0,Democrat,,,,,S000770,1950-04-29,F,Debbie,Stabenow
rep,1999-01-06,2001-01-03,MI,8.0,Democrat,,,,,S000770,1950-04-29,F,Debbie,Stabenow
sen,2001-01-03,2007-01-03,MI,,Democrat,1.0,,,,S000770,1950-04-29,F,Debbie,Stabenow
sen,2007-01-04,2013-01-03,MI,,Democrat,1.0,133 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,133 Hart Senate Office Building,,S000770,1950-04-29,F,Debbie,Stabenow
sen,2013-01-03,2019-01-03,MI,,Democrat,1.0,731 Hart Senate Office Building Washington DC 20510,731 Hart Senate Office Building,senior,S000770,1950-04-29,F,Debbie,Stabenow
sen,2019-01-03,2025-01-03,MI,,Democrat,1.0,731 Hart Senate Office Building Washington DC 20510,731 Hart Senate Office Building,senior,S000770,1950-04-29,F,Debbie,Stabenow
sen,2007-01-04,2013-01-03,MT,,Democrat,1.0,724 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,724 Hart Senate Office Building,,T000464,1956-08-21,M,Jon,Tester
sen,2013-01-03,2019-01-03,MT,,Democrat,1.0,311 Hart Senate Office Building Washington DC 20510,311 Hart Senate Office Building,senior,T000464,1956-08-21,M,Jon,Tester
sen,2019-01-03,2025-01-03,MT,,Democrat,1.0,311 Hart Senate Office Building Washington DC 20510,311 Hart Senate Office Building,senior,T000464,1956-08-21,M,Jon,Tester
sen,2007-01-04,2013-01-03,RI,,Democrat,1.0,717 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,717 Hart Senate Office Building,,W000802,1955-10-20,M,Sheldon,Whitehouse
sen,2013-01-03,2019-01-03,RI,,Democrat,1.0,530 Hart Senate Office Building Washington DC 20510,530 Hart Senate Office Building,junior,W000802,1955-10-20,M,Sheldon,Whitehouse
sen,2019-01-03,2025-01-03,RI,,Democrat,1.0,530 Hart Senate Office Building Washington DC 20510,530 Hart Senate Office Building,junior,W000802,1955-10-20,M,Sheldon,Whitehouse
sen,2007-06-25,2013-01-03,WY,,Republican,1.0,307 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,307 Dirksen Senate Office Building,,B001261,1952-07-21,M,John,Barrasso
sen,2013-01-03,2019-01-03,WY,,Republican,1.0,307 Dirksen Senate Office Building Washington DC 20510,307 Dirksen Senate Office Building,junior,B001261,1952-07-21,M,John,Barrasso
sen,2019-01-03,2025-01-03,WY,,Republican,1.0,307 Dirksen Senate Office Building Washington DC 20510,307 Dirksen Senate Office Building,senior,B001261,1952-07-21,M,John,Barrasso
rep,1995-01-04,1997-01-03,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
rep,1997-01-07,1999-01-03,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
rep,1999-01-06,2001-01-03,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
rep,2001-01-03,2003-01-03,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
rep,2003-01-07,2005-01-03,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
rep,2005-01-04,2007-01-03,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
rep,2007-01-04,2007-12-31,MS,1.0,Republican,,,,,W000437,1951-07-05,M,Roger,Wicker
sen,2007-12-31,2013-01-03,MS,,Republican,1.0,555 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,555 Dirksen Senate Office Building,,W000437,1951-07-05,M,Roger,Wicker
sen,2013-01-03,2019-01-03,MS,,Republican,1.0,555 Dirksen Senate Office Building Washington DC 20510,555 Dirksen Senate Office Building,senior,W000437,1951-07-05,M,Roger,Wicker
sen,2019-01-03,2025-01-03,MS,,Republican,1.0,555 Dirksen Senate Office Building Washington DC 20510,555 Dirksen Senate Office Building,senior,W000437,1951-07-05,M,Roger,Wicker
sen,1997-01-07,2003-01-03,ME,,Republican,2.0,,,,C001035,1952-12-07,F,Susan,Collins
sen,2003-01-07,2009-01-03,ME,,Republican,2.0,,,,C001035,1952-12-07,F,Susan,Collins
sen,2009-01-06,2015-01-03,ME,,Republican,2.0,413 Dirksen Senate Office Building Washington DC 20510,413 Dirksen Senate Office Building,senior,C001035,1952-12-07,F,Susan,Collins
sen,2015-01-06,2021-01-03,ME,,Republican,2.0,413 Dirksen Senate Office Building Washington DC 20510,413 Dirksen Senate Office Building,senior,C001035,1952-12-07,F,Susan,Collins
sen,2021-01-03,2027-01-03,ME,,Republican,2.0,413 Dirksen Senate Office Building Washington DC 20510,413 Dirksen Senate Office Building,senior,C001035,1952-12-07,F,Susan,Collins
sen,2002-11-30,2003-01-03,TX,,Republican,2.0,,,,C001056,1952-02-02,M,John,Cornyn
sen,2003-01-07,2009-01-03,TX,,Republican,2.0,,,,C001056,1952-02-02,M,John,Cornyn
sen,2009-01-06,2015-01-03,TX,,Republican,2.0,517 Hart Senate Office Building Washington DC 20510,517 Hart Senate Office Building,senior,C001056,1952-02-02,M,John,Cornyn
sen,2015-01-06,2021-01-03,TX,,Republican,2.0,517 Hart Senate Office Building Washington DC 20510,517 Hart Senate Office Building,senior,C001056,1952-02-02,M,John,Cornyn
sen,2021-01-03,2027-01-03,TX,,Republican,2.0,517 Hart Senate Office Building Washington DC 20510,517 Hart Senate Office Building,senior,C001056,1952-02-02,M,John,Cornyn
rep,1983-01-03,1985-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
rep,1985-01-03,1987-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
rep,1987-01-06,1989-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
rep,1989-01-03,1991-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
rep,1991-01-03,1993-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
rep,1993-01-05,1995-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
rep,1995-01-04,1997-01-03,IL,20.0,Democrat,,,,,D000563,1944-11-21,M,Richard,Durbin
sen,1997-01-07,2003-01-03,IL,,Democrat,2.0,,,,D000563,1944-11-21,M,Richard,Durbin
sen,2003-01-07,2009-01-03,IL,,Democrat,2.0,,,,D000563,1944-11-21,M,Richard,Durbin
sen,2009-01-06,2015-01-03,IL,,Democrat,2.0,711 Hart Senate Office Building Washington DC 20510,711 Hart Senate Office Building,senior,D000563,1944-11-21,M,Richard,Durbin
sen,2015-01-06,2021-01-03,IL,,Democrat,2.0,711 Hart Senate Office Building Washington DC 20510,711 Hart Senate Office Building,senior,D000563,1944-11-21,M,Richard,Durbin
sen,2021-01-03,2027-01-03,IL,,Democrat,2.0,711 Hart Senate Office Building Washington DC 20510,711 Hart Senate Office Building,senior,D000563,1944-11-21,M,Richard,Durbin
rep,1995-01-04,1997-01-03,SC,3.0,Republican,,,,,G000359,1955-07-09,M,Lindsey,Graham
rep,1997-01-07,1999-01-03,SC,3.0,Republican,,,,,G000359,1955-07-09,M,Lindsey,Graham
rep,1999-01-06,2001-01-03,SC,3.0,Republican,,,,,G000359,1955-07-09,M,Lindsey,Graham
rep,2001-01-03,2003-01-03,SC,3.0,Republican,,,,,G000359,1955-07-09,M,Lindsey,Graham
sen,2003-01-07,2009-01-03,SC,,Republican,2.0,,,,G000359,1955-07-09,M,Lindsey,Graham
sen,2009-01-06,2015-01-03,SC,,Republican,2.0,290 Russell Senate Office Building Washington DC 20510,290 Russell Senate Office Building,senior,G000359,1955-07-09,M,Lindsey,Graham
sen,2015-01-06,2021-01-03,SC,,Republican,2.0,290 Russell Senate Office Building Washington DC 20510,290 Russell Senate Office Building,senior,G000359,1955-07-09,M,Lindsey,Graham
sen,2021-01-03,2027-01-03,SC,,Republican,2.0,290 Russell Senate Office Building Washington DC 20510,290 Russell Senate Office Building,senior,G000359,1955-07-09,M,Lindsey,Graham
rep,1987-01-06,1989-01-03,OK,1.0,Republican,,,,,I000024,1934-11-17,M,James,Inhofe
rep,1989-01-03,1991-01-03,OK,1.0,Republican,,,,,I000024,1934-11-17,M,James,Inhofe
rep,1991-01-03,1993-01-03,OK,1.0,Republican,,,,,I000024,1934-11-17,M,James,Inhofe
rep,1993-01-05,1994-11-15,OK,1.0,Republican,,,,,I000024,1934-11-17,M,James,Inhofe
sen,1994-11-17,1997-01-03,OK,,Republican,2.0,,,,I000024,1934-11-17,M,James,Inhofe
sen,1997-01-07,2003-01-03,OK,,Republican,2.0,,,,I000024,1934-11-17,M,James,Inhofe
sen,2003-01-07,2009-01-03,OK,,Republican,2.0,,,,I000024,1934-11-17,M,James,Inhofe
sen,2009-01-06,2015-01-03,OK,,Republican,2.0,205 Russell Senate Office Building Washington DC 20510,205 Russell Senate Office Building,senior,I000024,1934-11-17,M,James,Inhofe
sen,2015-01-06,2021-01-03,OK,,Republican,2.0,205 Russell Senate Office Building Washington DC 20510,205 Russell Senate Office Building,senior,I000024,1934-11-17,M,James,Inhofe
sen,2021-01-03,2027-01-03,OK,,Republican,2.0,205 Russell Senate Office Building Washington DC 20510,205 Russell Senate Office Building,senior,I000024,1934-11-17,M,James,Inhofe
sen,1985-01-03,1991-01-03,KY,,Republican,2.0,,,,M000355,1942-02-20,M,Mitch,McConnell
sen,1991-01-03,1997-01-03,KY,,Republican,2.0,,,,M000355,1942-02-20,M,Mitch,McConnell
sen,1997-01-07,2003-01-03,KY,,Republican,2.0,,,,M000355,1942-02-20,M,Mitch,McConnell
sen,2003-01-07,2009-01-03,KY,,Republican,2.0,,,,M000355,1942-02-20,M,Mitch,McConnell
sen,2009-01-06,2015-01-03,KY,,Republican,2.0,317 Russell Senate Office Building Washington DC 20510,317 Russell Senate Office Building,senior,M000355,1942-02-20,M,Mitch,McConnell
sen,2015-01-06,2021-01-03,KY,,Republican,2.0,317 Russell Senate Office Building Washington DC 20510,317 Russell Senate Office Building,senior,M000355,1942-02-20,M,Mitch,McConnell
sen,2021-01-03,2027-01-03,KY,,Republican,2.0,317 Russell Senate Office Building Washington DC 20510,317 Russell Senate Office Building,senior,M000355,1942-02-20,M,Mitch,McConnell
sen,2009-01-06,2015-01-03,OR,,Democrat,2.0,313 Hart Senate Office Building Washington DC 20510,313 Hart Senate Office Building,junior,M001176,1956-10-24,M,Jeff,Merkley
sen,2015-01-06,2021-01-03,OR,,Democrat,2.0,313 Hart Senate Office Building Washington DC 20510,313 Hart Senate Office Building,junior,M001176,1956-10-24,M,Jeff,Merkley
sen,2021-01-03,2027-01-03,OR,,Democrat,2.0,531 Hart Senate Office Building Washington DC 20510,531 Hart Senate Office Building,junior,M001176,1956-10-24,M,Jeff,Merkley
rep,1991-01-03,1993-01-03,RI,2.0,Democrat,,,,,R000122,1949-11-12,M,John,Reed
rep,1993-01-05,1995-01-03,RI,2.0,Democrat,,,,,R000122,1949-11-12,M,John,Reed
rep,1995-01-04,1997-01-03,RI,2.0,Democrat,,,,,R000122,1949-11-12,M,John,Reed
sen,1997-01-07,2003-01-03,RI,,Democrat,2.0,,,,R000122,1949-11-12,M,John,Reed
sen,2003-01-07,2009-01-03,RI,,Democrat,2.0,,,,R000122,1949-11-12,M,John,Reed
sen,2009-01-06,2015-01-03,RI,,Democrat,2.0,728 Hart Senate Office Building Washington DC 20510,728 Hart Senate Office Building,senior,R000122,1949-11-12,M,John,Reed
sen,2015-01-06,2021-01-03,RI,,Democrat,2.0,728 Hart Senate Office Building Washington DC 20510,728 Hart Senate Office Building,senior,R000122,1949-11-12,M,John,Reed
sen,2021-01-03,2027-01-03,RI,,Democrat,2.0,728 Hart Senate Office Building Washington DC 20510,728 Hart Senate Office Building,senior,R000122,1949-11-12,M,John,Reed
sen,2009-01-06,2015-01-03,ID,,Republican,2.0,483 Russell Senate Office Building Washington DC 20510,483 Russell Senate Office Building,junior,R000584,1943-05-03,M,James,Risch
sen,2015-01-06,2021-01-03,ID,,Republican,2.0,483 Russell Senate Office Building Washington DC 20510,483 Russell Senate Office Building,junior,R000584,1943-05-03,M,James,Risch
sen,2021-01-03,2027-01-03,ID,,Republican,2.0,483 Russell Senate Office Building Washington DC 20510,483 Russell Senate Office Building,junior,R000584,1943-05-03,M,James,Risch
sen,2009-01-06,2015-01-03,NH,,Democrat,2.0,520 Hart Senate Office Building Washington DC 20510,520 Hart Senate Office Building,senior,S001181,1947-01-28,F,Jeanne,Shaheen
sen,2015-01-06,2021-01-03,NH,,Democrat,2.0,506 Hart Senate Office Building Washington DC 20510,506 Hart Senate Office Building,senior,S001181,1947-01-28,F,Jeanne,Shaheen
sen,2021-01-03,2027-01-03,NH,,Democrat,2.0,506 Hart Senate Office Building Washington DC 20510,506 Hart Senate Office Building,senior,S001181,1947-01-28,F,Jeanne,Shaheen
sen,2009-01-06,2015-01-03,VA,,Democrat,2.0,475 Russell Senate Office Building Washington DC 20510,475 Russell Senate Office Building,senior,W000805,1954-12-15,M,Mark,Warner
sen,2015-01-06,2021-01-03,VA,,Democrat,2.0,703 Hart Senate Office Building Washington DC 20510,703 Hart Senate Office Building,senior,W000805,1954-12-15,M,Mark,Warner
sen,2021-01-03,2027-01-03,VA,,Democrat,2.0,703 Hart Senate Office Building Washington DC 20510,703 Hart Senate Office Building,senior,W000805,1954-12-15,M,Mark,Warner
rep,2007-01-04,2009-01-03,NY,20.0,Democrat,,,,,G000555,1966-12-09,F,Kirsten,Gillibrand
rep,2009-01-06,2009-01-26,NY,20.0,Democrat,,,,,G000555,1966-12-09,F,Kirsten,Gillibrand
sen,2009-01-27,2013-01-03,NY,,Democrat,1.0,478 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,478 Russell Senate Office Building,,G000555,1966-12-09,F,Kirsten,Gillibrand
sen,2013-01-03,2019-01-03,NY,,Democrat,1.0,478 Russell Senate Office Building Washington DC 20510,478 Russell Senate Office Building,junior,G000555,1966-12-09,F,Kirsten,Gillibrand
sen,2019-01-03,2025-01-03,NY,,Democrat,1.0,478 Russell Senate Office Building Washington DC 20510,478 Russell Senate Office Building,junior,G000555,1966-12-09,F,Kirsten,Gillibrand
sen,2010-11-15,2015-01-03,DE,,Democrat,2.0,127A Russell Senate Office Building Washington DC 20510,127a Russell Senate Office Building,junior,C001088,1963-09-09,M,Christopher,Coons
sen,2015-01-06,2021-01-03,DE,,Democrat,2.0,218 Russell Senate Office Building Washington DC 20510,218 Russell Senate Office Building,junior,C001088,1963-09-09,M,Christopher,Coons
sen,2021-01-03,2027-01-03,DE,,Democrat,2.0,218 Russell Senate Office Building Washington DC 20510,218 Russell Senate Office Building,junior,C001088,1963-09-09,M,Christopher,Coons
sen,2010-11-15,2013-01-03,WV,,Democrat,1.0,303 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,303 Hart Senate Office Building,,M001183,1947-08-24,M,Joe,Manchin
sen,2013-01-03,2019-01-03,WV,,Democrat,1.0,306 Hart Senate Office Building Washington DC 20510,306 Hart Senate Office Building,senior,M001183,1947-08-24,M,Joe,Manchin
sen,2019-01-03,2025-01-03,WV,,Democrat,1.0,306 Hart Senate Office Building Washington DC 20510,306 Hart Senate Office Building,senior,M001183,1947-08-24,M,Joe,Manchin
rep,1997-01-07,1999-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,1999-01-06,2001-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,2001-01-03,2003-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,2003-01-07,2005-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,2005-01-04,2007-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,2007-01-04,2009-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,2009-01-06,2011-01-03,AL,4.0,Republican,,,,,A000055,1965-07-22,M,Robert,Aderholt
rep,2011-01-05,2013-01-03,AL,4.0,Republican,,2264 Rayburn HOB; Washington DC 20515-0104,2264 Rayburn House Office Building,,A000055,1965-07-22,M,Robert,Aderholt
rep,2013-01-03,2015-01-03,AL,4.0,Republican,,2369 Rayburn HOB; Washington DC 20515-0104,2369 Rayburn House Office Building,,A000055,1965-07-22,M,Robert,Aderholt
rep,2015-01-06,2017-01-03,AL,4.0,Republican,,235 Cannon HOB; Washington DC 20515-0104,235 Cannon House Office Building,,A000055,1965-07-22,M,Robert,Aderholt
rep,2017-01-03,2019-01-03,AL,4.0,Republican,,235 Cannon House Office Building; Washington DC 20515-0104,235 Cannon House Office Building,,A000055,1965-07-22,M,Robert,Aderholt
rep,2019-01-03,2021-01-03,AL,4.0,Republican,,1203 Longworth House Office Building Washington DC 20515-0104,1203 Longworth House Office Building,,A000055,1965-07-22,M,Robert,Aderholt
rep,2021-01-03,2023-01-03,AL,4.0,Republican,,266 Cannon House Office Building Washington DC 20515-0104,266 Cannon House Office Building,,A000055,1965-07-22,M,Robert,Aderholt
rep,1999-01-06,2001-01-03,WI,2.0,Democrat,,,,,B001230,1962-02-11,F,Tammy,Baldwin
rep,2001-01-03,2003-01-03,WI,2.0,Democrat,,,,,B001230,1962-02-11,F,Tammy,Baldwin
rep,2003-01-07,2005-01-03,WI,2.0,Democrat,,,,,B001230,1962-02-11,F,Tammy,Baldwin
rep,2005-01-04,2007-01-03,WI,2.0,Democrat,,,,,B001230,1962-02-11,F,Tammy,Baldwin
rep,2007-01-04,2009-01-03,WI,2.0,Democrat,,,,,B001230,1962-02-11,F,Tammy,Baldwin
